City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
643,Madras,IN,13.0878,80.2785,75.18,83,40,2.3,mist
644,Neya,RU,58.2972,43.8681,30.99,98,100,8.01,light snow
645,Lujiang,CN,31.2581,117.2817,29.97,56,37,9.91,scattered clouds
646,Koshurnikovo,RU,54.1667,93.3,13.06,96,100,4.56,overcast clouds
647,Kidal,ML,18.4411,1.4078,76.17,14,9,11.68,clear sky
648,Galeana,MX,24.8333,-100.0667,50.83,46,4,7.02,clear sky
649,Waw,SS,7.7029,27.9953,78.58,20,15,4.61,few clouds
650,Amga,RU,60.8953,131.9608,-58.56,100,78,1.36,broken clouds
651,Enshi,CN,30.3,109.4833,36.63,87,43,0.43,scattered clouds
652,Aleksandrovka,UA,46.8383,32.7612,29.16,75,1,7.76,clear sky
653,Sarakhs,IR,36.5449,61.1577,28.8,56,4,3.31,clear sky
654,Date,JP,42.4681,140.8681,20.05,80,96,8.21,overcast clouds
655,Bom Jesus,BR,-9.0744,-44.3586,81.12,60,95,4.65,overcast clouds
656,Mitu,CO,1.1983,-70.1733,82.29,63,81,2.15,broken clouds
657,Burgersdorp,ZA,-30.9977,26.3286,64.45,69,44,2.57,scattered clouds
658,Praia Da Vitoria,PT,38.7333,-27.0667,58.75,84,61,14.16,broken clouds
659,Nyrob,RU,60.733,56.7202,24.82,100,98,2.44,light snow
660,Alihe,CN,50.5667,123.7167,-31.88,100,19,3.51,few clouds
661,Kresna,BG,41.7333,23.15,34.43,96,100,4.85,overcast clouds
662,Palauig,PH,15.435,119.9045,75.42,71,100,3.98,overcast clouds
663,Luganville,VU,-15.5333,167.1667,84.09,75,36,8.59,scattered clouds
664,Pafos,CY,34.7667,32.4167,49.78,81,0,6.91,clear sky
665,Kiama,AU,-34.6833,150.8667,72.0,93,100,1.99,overcast clouds
666,Da Nang,VN,16.0678,108.2208,67.98,94,75,3.44,mist
667,Aquiraz,BR,-3.9014,-38.3911,81.18,76,100,8.05,overcast clouds
668,Senneterre,CA,48.3835,-77.2328,5.11,91,100,9.95,overcast clouds
669,Cubuk,TR,40.2386,33.0322,36.77,74,40,1.14,scattered clouds
